id,subset,split,gt_tmh_px,pred_tmh_px,tmh_abs_error_px,gt_tmh_mm,pred_tmh_mm,tmh_abs_error_mm,gt_class,pred_class,class_correct,pred_point_x,pred_point_y,gt_point_x,gt_point_y,point_error_px,nearest_threshold_mm,distance_to_threshold_mm,error_cause_estimate,review_suggestion
Colour2/Color2_000826,Colour2,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,678.2165354330708,328.62598425196853,679.2321460216197,326.3778132199185,2.4669288309396875,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000815,Colour2,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,775.2651072124756,279.0,775.4373690825304,277.04566401340594,1.9619131735047133,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000212,Colour1,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,562.7258687258687,417.6583011583012,563.5,418.5,1.1435629277417227,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000430,Colour2,test,23.0,25.0,2.0,0.26744186046511625,0.29069767441860467,0.023255813953488372,正常泪河高度,较高泪河高度,0,661.7698259187621,321.8916827852998,665.5,323.5,4.062127883196219,0.27,0.0025581395348837632,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000619,Colour1,test,24.0,24.0,0.0,0.27906976744186046,0.27906976744186046,0.0,较高泪河高度,较高泪河高度,1,664.9578544061303,395.87931034482756,662.5,398.5,3.592918389062299,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000150,Colour1,test,23.0,23.0,0.0,0.26744186046511625,0.26744186046511625,0.0,正常泪河高度,正常泪河高度,1,809.594,451.986,811.0,448.0,4.2267046265382415,0.27,0.0025581395348837632,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000268,Colour1,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,618.6862745098039,400.1941176470588,618.5,402.5,2.31339396096044,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000744,Colour2,test,23.0,21.0,2.0,0.26744186046511625,0.2441860465116279,0.023255813953488372,正常泪河高度,正常泪河高度,1,641.0681362725451,233.42084168336675,641.4639862804878,232.9340701219512,0.6274103774971984,0.27,0.0025581395348837632,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000549,Colour2,test,23.0,23.0,0.0,0.26744186046511625,0.26744186046511625,0.0,正常泪河高度,正常泪河高度,1,742.8683206106871,289.8110687022901,743.496283128636,284.2382029734971,5.6081342133640195,0.27,0.0025581395348837632,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000647,Colour1,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,731.189393939394,317.8219696969697,732.0,312.0,5.878130088550653,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000036,Colour2,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,666.9188679245283,385.85283018867926,664.5484408474173,386.47179243037374,2.4499058725886727,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000167,Colour1,test,24.0,24.0,0.0,0.27906976744186046,0.27906976744186046,0.0,较高泪河高度,较高泪河高度,1,678.8588235294118,467.5078431372549,680.0,465.0,2.7552787405452577,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000395,Colour2,test,24.0,26.0,2.0,0.27906976744186046,0.3023255813953488,0.023255813953488372,较高泪河高度,较高泪河高度,1,681.327067669173,323.6691729323308,680.3985714285715,322.7735714285714,1.29004159713831,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000363,Colour2,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,660.5434782608696,327.4822134387352,661.1412631998406,327.91671647738593,0.7390126682657845,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000245,Colour1,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,747.0134357005758,380.71976967370443,748.0,379.0,1.9826539908647394,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000004,Colour2,test,18.0,19.0,1.0,0.20930232558139536,0.22093023255813954,0.011627906976744186,正常泪河高度,正常泪河高度,1,667.1245283018868,434.70754716981133,668.5,431.5,3.4900259653582926,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000116,Colour1,test,17.0,18.0,1.0,0.19767441860465115,0.20930232558139536,0.011627906976744186,低泪河高度,正常泪河高度,0,666.8468992248062,392.265503875969,665.0,391.0,2.238869537664533,0.2,0.002325581395348858,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000265,Colour2,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,725.734496124031,428.1531007751938,726.1344216041919,425.0346634421604,3.143977065714433,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000288,Colour2,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,745.85,303.8538461538462,746.4480142793395,298.9509147701919,4.939266871825818,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000543,Colour1,test,18.0,19.0,1.0,0.20930232558139536,0.22093023255813954,0.011627906976744186,正常泪河高度,正常泪河高度,1,759.0,498.86546184738955,759.0,497.0,1.865461847389554,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000776,Colour1,test,23.0,23.0,0.0,0.26744186046511625,0.26744186046511625,0.0,正常泪河高度,正常泪河高度,1,643.4127579737336,285.1181988742964,644.5,281.5,3.7780230700248034,0.27,0.0025581395348837632,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000337,Colour1,test,23.0,28.0,5.0,0.26744186046511625,0.32558139534883723,0.05813953488372093,正常泪河高度,较高泪河高度,0,590.721881390593,149.44376278118608,591.0,149.0,0.5237130577563273,0.27,0.0025581395348837632,预测高度偏高,检查泪河上缘或下缘是否被预测过厚
Colour2/Color2_000285,Colour2,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,676.742125984252,301.68700787401576,677.0,301.0,0.7338111657352133,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000694,Colour1,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,685.8329938900204,345.89816700611,685.0,340.0,5.956698150215074,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000124,Colour1,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,629.3968253968254,345.9047619047619,627.5,348.5,3.214530658901367,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000501,Colour2,test,24.0,26.0,2.0,0.27906976744186046,0.3023255813953488,0.023255813953488372,较高泪河高度,较高泪河高度,1,671.2980392156862,315.94313725490196,671.3435263500326,315.5032530904359,0.44222975650562485,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000110,Colour1,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,716.531746031746,505.9047619047619,717.5,506.5,1.1365844170417878,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000725,Colour1,test,24.0,26.0,2.0,0.27906976744186046,0.3023255813953488,0.023255813953488372,较高泪河高度,较高泪河高度,1,640.3641732283464,464.5334645669291,641.5,460.5,4.190338753356074,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000621,Colour2,test,18.0,19.0,1.0,0.20930232558139536,0.22093023255813954,0.011627906976744186,正常泪河高度,正常泪河高度,1,541.1768060836501,311.0,540.8293937932143,308.81813796430293,2.20934769612255,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000676,Colour1,test,18.0,22.0,4.0,0.20930232558139536,0.2558139534883721,0.046511627906976744,正常泪河高度,正常泪河高度,1,646.2528957528957,459.55598455598454,648.0,457.0,3.096034609089717,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000468,Colour1,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,696.1601489757915,477.4860335195531,701.0,472.0,7.315785789250009,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000382,Colour2,test,18.0,21.0,3.0,0.20930232558139536,0.2441860465116279,0.03488372093023256,正常泪河高度,正常泪河高度,1,658.0,381.6939163498099,657.5,378.5,3.2328163649646204,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000043,Colour1,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,657.7816091954023,462.3429118773946,658.5,458.5,3.9094829639673687,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000638,Colour2,test,17.0,22.0,5.0,0.19767441860465115,0.2558139534883721,0.05813953488372093,低泪河高度,正常泪河高度,0,730.050193050193,388.2760617760618,730.4593702386999,387.3230066023362,1.0371789314093913,0.2,0.002325581395348858,预测高度偏高,检查泪河上缘或下缘是否被预测过厚
Colour2/Color2_000590,Colour2,test,24.0,25.0,1.0,0.27906976744186046,0.29069767441860467,0.011627906976744186,较高泪河高度,较高泪河高度,1,594.7328244274809,145.35496183206106,595.7913043478261,143.267947421638,2.3400873682594705,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000268,Colour2,test,24.0,25.0,1.0,0.27906976744186046,0.29069767441860467,0.011627906976744186,较高泪河高度,较高泪河高度,1,565.728515625,283.873046875,569.574299634592,284.29598051157126,3.86896982533809,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000173,Colour2,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,618.0521042084168,390.57915831663325,618.0,386.0,4.5794547423603005,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000743,Colour1,test,24.0,22.0,2.0,0.27906976744186046,0.2558139534883721,0.023255813953488372,较高泪河高度,正常泪河高度,0,885.3429118773946,180.911877394636,882.0,178.0,4.433293333563454,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000178,Colour2,test,18.0,18.0,0.0,0.20930232558139536,0.20930232558139536,0.0,正常泪河高度,正常泪河高度,1,756.0,385.3060836501901,756.0,387.0,1.6939163498099106,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000001,Colour1,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,717.7107279693487,453.67432950191574,719.5,450.5,3.6438801004428916,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000845,Colour2,test,17.0,19.0,2.0,0.19767441860465115,0.22093023255813954,0.023255813953488372,低泪河高度,正常泪河高度,0,674.8250950570342,368.38212927756655,676.5214144520097,366.12014056665936,2.8273826090647125,0.2,0.002325581395348858,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000006,Colour1,test,17.0,15.0,2.0,0.19767441860465115,0.1744186046511628,0.023255813953488372,低泪河高度,低泪河高度,1,651.4108527131783,478.0077519379845,655.5,472.5,6.859770910438125,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000654,Colour2,test,18.0,19.0,1.0,0.20930232558139536,0.22093023255813954,0.011627906976744186,正常泪河高度,正常泪河高度,1,669.6679841897234,227.7094861660079,670.1021258857858,225.79095456440183,1.9670390231566615,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000717,Colour2,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,520.0,274.46108949416345,520.6015569709838,270.0603916017929,4.441622758548246,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000136,Colour2,test,24.0,24.0,0.0,0.27906976744186046,0.27906976744186046,0.0,较高泪河高度,较高泪河高度,1,662.0497131931166,288.1873804971319,662.0,286.0,2.187945346850091,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000130,Colour1,test,24.0,26.0,2.0,0.27906976744186046,0.3023255813953488,0.023255813953488372,较高泪河高度,较高泪河高度,1,581.9768786127167,388.1059730250482,579.5,386.5,2.9519615545118483,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000855,Colour2,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,608.8973880597015,93.41231343283582,611.1646706586827,87.95078592814372,5.913446800991042,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000817,Colour1,test,24.0,26.0,2.0,0.27906976744186046,0.3023255813953488,0.023255813953488372,较高泪河高度,较高泪河高度,1,740.466796875,461.884765625,740.0,457.0,4.907018904965764,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000055,Colour2,test,24.0,24.0,0.0,0.27906976744186046,0.27906976744186046,0.0,较高泪河高度,较高泪河高度,1,629.9863813229572,357.42412451361866,630.5,353.5,3.9575948938452674,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000375,Colour2,test,18.0,19.0,1.0,0.20930232558139536,0.22093023255813954,0.011627906976744186,正常泪河高度,正常泪河高度,1,605.287109375,319.986328125,605.0,319.0,1.027265770567143,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000863,Colour2,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,655.5983772819473,263.3387423935091,654.4643950214243,261.7206692511732,1.9758735944208652,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000200,Colour2,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,723.4850299401197,169.48502994011977,723.4252020091723,163.6580039309893,5.827333137242485,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000432,Colour1,test,17.0,15.0,2.0,0.19767441860465115,0.1744186046511628,0.023255813953488372,低泪河高度,低泪河高度,1,782.0136186770428,502.42412451361866,782.0,505.0,2.575911487164238,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000135,Colour1,test,23.0,24.0,1.0,0.26744186046511625,0.27906976744186046,0.011627906976744186,正常泪河高度,较高泪河高度,0,571.5734406438631,458.5734406438632,572.5,459.5,1.3103528077923945,0.27,0.0025581395348837632,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000114,Colour1,test,17.0,17.0,0.0,0.19767441860465115,0.19767441860465115,0.0,低泪河高度,低泪河高度,1,711.0634615384615,486.22115384615387,712.0,488.0,2.0103228419818624,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000580,Colour2,test,17.0,15.0,2.0,0.19767441860465115,0.1744186046511628,0.023255813953488372,低泪河高度,低泪河高度,1,592.2315175097276,299.5175097276265,595.3448589626934,296.78389444949954,4.143132569875591,0.2,0.002325581395348858,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000449,Colour1,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,698.4897196261683,29.637383177570094,699.0,32.960801206116734,3.3623642652732757,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour1/Color1_000552,Colour1,test,17.0,19.0,2.0,0.19767441860465115,0.22093023255813954,0.023255813953488372,低泪河高度,正常泪河高度,0,571.0,437.26510721247564,571.0,436.0,1.265107212475641,0.2,0.002325581395348858,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000444,Colour2,test,23.0,24.0,1.0,0.26744186046511625,0.27906976744186046,0.011627906976744186,正常泪河高度,较高泪河高度,0,640.2892057026477,330.41140529531566,640.5,325.5,4.915926790611407,0.27,0.0025581395348837632,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000308,Colour2,test,18.0,38.0,20.0,0.20930232558139536,0.4418604651162791,0.23255813953488372,正常泪河高度,较高泪河高度,0,728.8494208494209,228.3918918918919,730.0,227.0,1.805878019264254,0.2,0.009302325581395349,预测高度偏高,检查泪河上缘或下缘是否被预测过厚
Colour1/Color1_000775,Colour1,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,652.2403846153846,411.36346153846154,653.5,415.5,4.324069999542873,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000276,Colour2,test,18.0,21.0,3.0,0.20930232558139536,0.2441860465116279,0.03488372093023256,正常泪河高度,正常泪河高度,1,789.2806324110672,334.90316205533594,788.5,334.5,0.878593537462779,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000088,Colour1,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,670.7816091954023,336.6570881226054,670.0,339.0,2.4698479709436003,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000861,Colour2,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,583.5811088295687,104.81108829568788,583.2197003085059,101.03746143675627,3.7908937982416266,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000836,Colour2,test,23.0,25.0,2.0,0.26744186046511625,0.29069767441860467,0.023255813953488372,正常泪河高度,较高泪河高度,0,725.4783464566929,282.6712598425197,725.262288711871,282.1927336312415,0.5250412212177433,0.27,0.0025581395348837632,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000043,Colour2,test,24.0,24.0,0.0,0.27906976744186046,0.27906976744186046,0.0,较高泪河高度,较高泪河高度,1,674.8249027237354,411.7140077821012,677.8995660260384,406.49535027898327,6.057057087181711,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000607,Colour2,test,18.0,17.0,1.0,0.20930232558139536,0.19767441860465115,0.011627906976744186,正常泪河高度,低泪河高度,0,535.1158301158301,413.75096525096524,537.479268292683,411.5170731707317,3.252093762783523,0.2,0.009302325581395349,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
Colour2/Color2_000835,Colour2,test,18.0,19.0,1.0,0.20930232558139536,0.22093023255813954,0.011627906976744186,正常泪河高度,正常泪河高度,1,662.9941176470588,325.32941176470587,666.0947979363715,321.9165950128977,4.611023361245809,0.2,0.009302325581395349,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000614,Colour2,test,24.0,24.0,0.0,0.27906976744186046,0.27906976744186046,0.0,较高泪河高度,较高泪河高度,1,567.090373280943,308.7760314341847,566.7931399534194,304.5530383230997,4.233440500026179,0.27,0.009069767441860443,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour1/Color1_000191,Colour1,test,24.0,19.0,5.0,0.27906976744186046,0.22093023255813954,0.05813953488372093,较高泪河高度,正常泪河高度,0,680.9324324324324,435.4054054054054,683.5,432.5,3.8773423609199202,0.27,0.009069767441860443,预测高度偏低,检查泪河是否断裂或测量列附近是否漏检
Colour1/Color1_000065,Colour1,test,18.0,13.0,5.0,0.20930232558139536,0.1511627906976744,0.05813953488372093,正常泪河高度,低泪河高度,0,609.8515625,394.0078125,610.5,393.5,0.8236168566527157,0.2,0.009302325581395349,预测高度偏低,检查泪河是否断裂或测量列附近是否漏检
Colour2/Color2_000563,Colour2,test,23.0,23.0,0.0,0.26744186046511625,0.26744186046511625,0.0,正常泪河高度,正常泪河高度,1,774.3225152129818,249.07707910750509,774.2837014470678,247.82292460015233,1.2547549707961518,0.27,0.0025581395348837632,边界附近但分类正确,保留当前处理，作为稳定样本对照
Colour2/Color2_000696,Colour2,test,24.0,23.0,1.0,0.27906976744186046,0.26744186046511625,0.011627906976744186,较高泪河高度,正常泪河高度,0,576.5268199233717,284.6360153256705,573.2572916666667,284.2309895833333,3.2945198243975398,0.27,0.009069767441860443,1到2像素跨阈值,重点复核标注厚度和测高窗口，不建议靠大模型解决
